#,Title,Category,Language,Type,URL,Video / Playlist ID,Watched?,Rating,Notes
158,Break Free from Porn Addiction! Sadhguru Explains How to Stop Objectification of Women,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=uQhkX3FehUo,uQhkX3FehUo,,,
159,Watch this before you watch the Pornography | Sadhguru on how to stop this addiction,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=afojRbb7ad4,afojRbb7ad4,,,
160,Why is Pornography the Biggest Thing on the Internet? - Sadhguru,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=yw8bpB5L8xo,yw8bpB5L8xo,,,
161,Get best solution of PORN addiction from Sadhguru #UnplugWithSadhguru,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=CrQzmGksWAE,CrQzmGksWAE,,,
162,100% DANGEROUS | SAVE YOURSELF FROM THIS ONLINE SICKNESS | SADHGURU,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=B_FqpJXptHk,B_FqpJXptHk,,,
163,Porn Addiction | I Can Help: Brahmacharya Samadhi | Podcast Against Lust Industry,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=7NUnL0LVGMU,7NUnL0LVGMU,,,
164,Sadhguru | WHY You Should STOP Watching This | PORNOGRAPHY | Negative Impact,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=WvWThaDxRQY,WvWThaDxRQY,,,
165,Porn Addiction Can Ruin Your Life - Sadhguru | Shemaroo Spiritual Life,Faith - Eastern / Sadhguru,English,Video,https://www.youtube.com/watch?v=McX21kgLP94,McX21kgLP94,,,
166,Porn ki lat aapka jeevan barbaad kar degi | Porn Addiction | Sadhguru Hindi,Faith - Eastern / Sadhguru,Hindi,Video,https://www.youtube.com/watch?v=SPTHHcQ0dzE,SPTHHcQ0dzE,,,
167,Pornography addiction treated by boxing | Dr Gabor Mate,Gabor Mate / Trauma,English,Short,https://www.youtube.com/shorts/FPlbK0A4y5U,FPlbK0A4y5U,,,
168,Gabor Mate On Sexual Abuse,Gabor Mate / Trauma,English,Video,https://www.youtube.com/watch?v=OHU_lMSjBFg,OHU_lMSjBFg,,,
169,Is Porn about S*x? Dr. Gabor Mate,Gabor Mate / Trauma,English,Video,https://www.youtube.com/watch?v=LprjJ0JI36E,LprjJ0JI36E,,,
170,Hooked: Dr Gabor Mate on Trauma & Addiction | Full Interview,Gabor Mate / Trauma,English,Video,https://www.youtube.com/watch?v=oY928d4uzew,oY928d4uzew,,,
171,Dr. Gabor Mate - Healing Trauma & Addiction,Gabor Mate / Trauma,English,Video,https://www.youtube.com/watch?v=JIMlxVBPsy8,JIMlxVBPsy8,,,
172,"Dr Gabor Mate on Addiction, Trauma & Why You Were Never Broken",Gabor Mate / Trauma,English,Video,https://www.youtube.com/watch?v=QZHap9gp-_A,QZHap9gp-_A,,,
173,Gabor Mate Reveals What Sex Addiction Is Really About,Gabor Mate / Trauma,English,Short,https://www.youtube.com/shorts/SgSC_Ad9vXw,SgSC_Ad9vXw,,,
174,La PSICOLOGIA de un ADICTO a la PORNOGRAFIA | GABOR MATE,Gabor Mate / Trauma,Spanish,Video,https://www.youtube.com/watch?v=MoKJw3PF-wA,MoKJw3PF-wA,,,
175,Porn Addiction in Women: Breaking the Silence on the Invisible Struggle,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=jOWTi9qscTo,jOWTi9qscTo,,,
176,Porn Addiction Isn't Just a Male Problem | Women Struggle as Well,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=suzU16nTFO0,suzU16nTFO0,,,
177,Porn Addiction In Women,Women & Porn Addiction,English,Short,https://www.youtube.com/shorts/VYFOgE6U4dk,VYFOgE6U4dk,,,
178,Pornography - a Women's Problem Too: Practical tips to overcome porn addiction (S03 EP07),Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=tt4pTEmHcAM,tt4pTEmHcAM,,,
179,She had a Porn Addiction - She Now Lives in Freedom,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=SPuLfRsCmxo,SPuLfRsCmxo,,,
180,Being a girl who struggles with a porn addiction,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=vO1Skcou5ik,vO1Skcou5ik,,,
181,I was a Porn ADDICT | Jessica Harris,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=tCrKrIEhVmM,tCrKrIEhVmM,,,
182,I'm A Woman With A Porn Addiction,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=7OkMTmGdWxY,7OkMTmGdWxY,,,
183,Porn Addiction | A Woman's Experience,Women & Porn Addiction,English,Video,https://www.youtube.com/watch?v=aYLtu3fkW0Y,aYLtu3fkW0Y,,,
184,Lamar Odom and Vlad Debate If Porn Addiction is Real (Part 27),Debate / Is It Real?,English,Video,https://www.youtube.com/watch?v=osywiiaFi8Y,osywiiaFi8Y,,,
185,Is Porn Addiction Real? | Truth Behind Porn Addiction Explained,Debate / Is It Real?,English,Video,https://www.youtube.com/watch?v=6JK6UAPwpQE,6JK6UAPwpQE,,,
186,Is Porn Addiction Real? What Experts and Former Consumers Want You to Know,Debate / Is It Real?,English,Video,https://www.youtube.com/watch?v=sZM3BKXGhG0,sZM3BKXGhG0,,,
187,"EXPOSED: the truth about porn addiction and its links to breaking the law, anxiety and depression",Debate / Is It Real?,English,Video,https://www.youtube.com/watch?v=eMLgy5ih7C8,eMLgy5ih7C8,,,
188,Surprising Pornography Side Effects on Relationships (Porn Addiction),Relationships & Marriage,English,Video,https://www.youtube.com/watch?v=5SbB5Z7L9QE,5SbB5Z7L9QE,,,
189,How Porn Addiction Affects Relationships and What to Do About It,Relationships & Marriage,English,Video,https://www.youtube.com/watch?v=NnkdsF0ZUso,NnkdsF0ZUso,,,
190,How Porn Destroys Relationships (The Brain Science),Relationships & Marriage,English,Video,https://www.youtube.com/watch?v=9UTQebgf6yc,9UTQebgf6yc,,,
191,How Porn Addiction Can End Your Marriage,Relationships & Marriage,English,Video,https://www.youtube.com/watch?v=TS7Bl0kjpes,TS7Bl0kjpes,,,
192,How Porn Addiction Ruins Relationships (and How to Heal),Relationships & Marriage,English,Short,https://www.youtube.com/shorts/1MF5jYEkA-A,1MF5jYEkA-A,,,
193,Why is Porn So Destructive in Marriage?,Relationships & Marriage,English,Video,https://www.youtube.com/watch?v=fH81yvNQrDg,fH81yvNQrDg,,,
194,Why Porn Secretly Hurts Your Wife and Family More Than You Realize,Relationships & Marriage,English,Video,https://www.youtube.com/watch?v=-jX3MmFk9ME,-jX3MmFk9ME,,,
195,Porn Addiction & Betrayal Trauma: A Therapist Explains the Couple's Side,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=dauKIsC2WT4,dauKIsC2WT4,,,
196,How To Help My Wife Heal From Betrayal Trauma,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=28Dk3bnHMe0,28Dk3bnHMe0,,,
197,"He's a Good Man, But a Porn Addict: How to Recover When You Choose to Stay",Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=QzKfkXREilI,QzKfkXREilI,,,
198,Healing for a Betrayed Partner/Spouse in Therapy; Betrayal Trauma,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=9rtYFnaXi14,9rtYFnaXi14,,,
199,How to help my wife deal with betrayal trauma triggers,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=0Ok47lMZkfA,0Ok47lMZkfA,,,
200,Betrayal Trauma Recovery (channel),Betrayal Trauma / Partners,English,Channel,https://www.youtube.com/@BtrOrg,@BtrOrg,,,
201,"Hope & Healing from Betrayal Trauma, Pornography and Sexual Addiction",Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=08MbhofthIM,08MbhofthIM,,,
202,Why Do I Feel Traumatized by My Husband's Porn Use? | The Neuroscience of Betrayal Trauma,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=APCIkEPIeYQ,APCIkEPIeYQ,,,
203,How To Recover From Your Husband's Pornography Addiction?,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=PLorF9JYZLc,PLorF9JYZLc,,,
204,Betrayal Trauma - the Impact of Sex & Porn Addiction on The Wife/Spouse/Partner,Betrayal Trauma / Partners,English,Video,https://www.youtube.com/watch?v=78oEcI4aSoQ,78oEcI4aSoQ,,,
205,"Yes, Teens have porn ADDICTION symptoms - Here's what parents should do",Teens / Parents,English,Video,https://www.youtube.com/watch?v=awiNXDn9Pn0,awiNXDn9Pn0,,,
206,Breaking Your Teen's Porn Addiction: A Parent's Guide,Teens / Parents,English,Video,https://www.youtube.com/watch?v=h-9B8hvwGRU,h-9B8hvwGRU,,,
207,Teen Who Was Addicted to Pornography Has A Warning for All Parents,Teens / Parents,English,Video,https://www.youtube.com/watch?v=8zn-g-14iik,8zn-g-14iik,,,
208,Episode 23: Help Your Teen Beat Porn Addiction: Visualize Their Dream Family Future!,Teens / Parents,English,Video,https://www.youtube.com/watch?v=1KAm_Mxj6No,1KAm_Mxj6No,,,
209,Episode 22: The Hidden Lies Your Teen Believes: How Self-Deception Fuels Porn Addiction,Teens / Parents,English,Video,https://www.youtube.com/watch?v=36wP4NS5BBM,36wP4NS5BBM,,,
210,How can I help my teen struggling with a pornography addiction? (Full Video) - CCEF,Teens / Parents,English,Video,https://www.youtube.com/watch?v=ZzMLt-2AunQ,ZzMLt-2AunQ,,,
211,Teens addicted to porn: What can parents say?,Teens / Parents,English,Video,https://www.youtube.com/watch?v=7snp5-AvGQs,7snp5-AvGQs,,,
212,Episode 5: Unlocking Recovery: Open Communication to Help Your Teen Overcome Pornography Addiction,Teens / Parents,English,Video,https://www.youtube.com/watch?v=scXddKxR4kQ,scXddKxR4kQ,,,
213,How To Talk To Your Child About Porn,Teens / Parents,English,Video,https://www.youtube.com/watch?v=wnfUlQFIYSQ,wnfUlQFIYSQ,,,
214,How to Talk to Teenagers About Porn | Child Mind Institute,Teens / Parents,English,Video,https://www.youtube.com/watch?v=82Tal13t2PA,82Tal13t2PA,,,
215,Pornography Harms,Teens / Parents,English,Video,https://www.youtube.com/watch?v=v3AaugTLoZA,v3AaugTLoZA,,,
216,Porn: The Conversation That Protects Your Kids | Chris McKenna,Teens / Parents,English,Video,https://www.youtube.com/watch?v=WzEwHBQ5lNQ,WzEwHBQ5lNQ,,,
217,How to talk to your kids about porn,Teens / Parents,English,Video,https://www.youtube.com/watch?v=a7ma-mRCvIw,a7ma-mRCvIw,,,
218,Porn Exposure Is Harming Kids. What Can Parents Do About It?,Teens / Parents,English,Video,https://www.youtube.com/watch?v=cz70-aFYG0s,cz70-aFYG0s,,,
219,"By age 11, most kids today have already been exposed to pornography",Teens / Parents,English,Video,https://www.youtube.com/watch?v=V5dF6LHCK68,V5dF6LHCK68,,,
220,6 Things to Do If Your Kid Sees Pornography,Teens / Parents,English,Video,https://www.youtube.com/watch?v=llvY9VqJO3M,llvY9VqJO3M,,,
221,Protecting Kids from Inappropriate Online Content,Teens / Parents,English,Video,https://www.youtube.com/watch?v=sQNFIBH-rjg,sQNFIBH-rjg,,,
222,Parenting: Talking to Kids About Porn,Teens / Parents,English,Video,https://www.youtube.com/watch?v=olg0OWhi3Q4,olg0OWhi3Q4,,,
223,Porn Addiction Withdrawal Symptoms,Withdrawal / Flatline,English,Short,https://www.youtube.com/shorts/GOxNyo5eqgs,GOxNyo5eqgs,,,
224,PORN Withdrawal TIMELINE (what to expect),Withdrawal / Flatline,English,Video,https://www.youtube.com/watch?v=H1IlMIgYauw,H1IlMIgYauw,,,
225,Porn Addiction Withdrawal Symptoms (w/ Dr. Trish Leigh),Withdrawal / Flatline,English,Video,https://www.youtube.com/watch?v=u5Pj0qly7rE,u5Pj0qly7rE,,,
226,Dealing With FLATLINE Symptoms While QUITTING PORN,Withdrawal / Flatline,English,Video,https://www.youtube.com/watch?v=3dWUz4WpEYc,3dWUz4WpEYc,,,
227,Reboot Challenges - Withdrawal Symptoms From Porn,Withdrawal / Flatline,English,Video,https://www.youtube.com/watch?v=dxtQq0jBncc,dxtQq0jBncc,,,
228,How To Stop Porn Withdrawal Symptoms And Avoid Relapse,Withdrawal / Flatline,English,Video,https://www.youtube.com/watch?v=taKSpvQuw64,taKSpvQuw64,,,
229,Four Powerful Relapse Prevention Tips | How To Stop Porn Addiction,Relapse Prevention,English,Video,https://www.youtube.com/watch?v=Jw-E8G26kyQ,Jw-E8G26kyQ,,,
230,Porn Addiction Aesey Khatam Karein! | How to Stop Porn Addiction - Dr. Zee,Relapse Prevention,Urdu / Hindi,Video,https://www.youtube.com/watch?v=-pVgJoChaEA,-pVgJoChaEA,,,
231,How To Stop Relapsing To Porn (Scientifically Proven Techniques),Relapse Prevention,English,Short,https://www.youtube.com/shorts/i2JCSi7EacM,i2JCSi7EacM,,,
232,"How To Overcome Porn Addiction: Stages, Relapse Prevention & Recovery Tips",Relapse Prevention,English,Video,https://www.youtube.com/watch?v=PPWp_X9YccA,PPWp_X9YccA,,,
233,How to Quit Porn - 12 Science-Based Strategies for Porn Addiction,Relapse Prevention,English,Video,https://www.youtube.com/watch?v=Gul2SRqChpo,Gul2SRqChpo,,,
234,Quit Porn - How to Stop Relapsing,Relapse Prevention,English,Video,https://www.youtube.com/watch?v=2wx3HXdYwcA,2wx3HXdYwcA,,,
235,How Can I Avoid Relapses with Pornography Use?,Relapse Prevention,English,Video,https://www.youtube.com/watch?v=gOedZQM2UjY,gOedZQM2UjY,,,
236,8 Signs of a Porn Addiction,Signs / Self-Assessment,English,Short,https://www.youtube.com/shorts/5JmteZIWBy4,5JmteZIWBy4,,,
237,Porn Brain Quiz: Are You An Actual Addict?,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=JL8mcqd93YQ,JL8mcqd93YQ,,,
238,Porn Addiction Symptoms | You Don't Notice Until It's Too Late,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=t7PYltOYgic,t7PYltOYgic,,,
239,7 Signs of Porn Addiction,Signs / Self-Assessment,English,Short,https://www.youtube.com/shorts/j6tCqFhmgpo,j6tCqFhmgpo,,,
240,7 Porn Addiction Symptoms WATCH OUT FOR,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=PTAk3EkJtqQ,PTAk3EkJtqQ,,,
241,Are You Addicted to Porn? Here are the Warning Signs,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=ziOT3reMQfY,ziOT3reMQfY,,,
242,"Porn Addiction Symptoms | Brain Science, Recovery, and Mental Health Insights",Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=KvXqOthNZo8,KvXqOthNZo8,,,
243,Porn Addiction Case Study: Signs and Symptoms,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=8vgEITJe8dM,8vgEITJe8dM,,,
244,Porn Addiction Symptoms You Shouldn't Ignore | Mental Health Awareness,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=RP3KkY2tt2U,RP3KkY2tt2U,,,
245,Are You Addicted To Porn? | Addiction Test!,Signs / Self-Assessment,English,Video,https://www.youtube.com/watch?v=vE8-GcGVhM0,vE8-GcGVhM0,,,
246,Porn: An Escalating Addiction,Escalation / Tolerance,English,Video,https://www.youtube.com/watch?v=CiQ_DNge6zw,CiQ_DNge6zw,,,
247,Masturbation Escalation | Why Your Brain Always Demands More Extreme Content,Escalation / Tolerance,English,Video,https://www.youtube.com/watch?v=ALBLFUD1NNw,ALBLFUD1NNw,,,
248,Unveiling the Dark Truth: The Escalation of Porn Addiction,Escalation / Tolerance,English,Video,https://www.youtube.com/watch?v=ONqwVDvGLTc,ONqwVDvGLTc,,,
249,Porn escalation is usually unavoidable,Escalation / Tolerance,English,Video,https://www.youtube.com/watch?v=7inFElb1GzE,7inFElb1GzE,,,
250,ZERO Tolerance Porn Addiction,Escalation / Tolerance,English,Short,https://www.youtube.com/shorts/MGvzNi1rS8Y,MGvzNi1rS8Y,,,
251,Porn Increases Social Anxiety | How to Improve It w/ Dr. Trish Leigh,Mental Health Effects,English,Video,https://www.youtube.com/watch?v=1Z9nok8outw,1Z9nok8outw,,,
252,Why Your Porn Addiction Causes Anxiety & Depression,Mental Health Effects,English,Video,https://www.youtube.com/watch?v=XvwH_AG110s,XvwH_AG110s,,,
253,Fight the New Drug (channel),Fight the New Drug / Documentary,English,Channel,https://www.youtube.com/fightthenewdrug,fightthenewdrug,,,
254,Addiction to porn: It's not about religion - #FightTheNewDrug,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=InVExUIbPBQ,InVExUIbPBQ,,,
255,A Drug Called Pornography - Documentary on Porn (playlist),Fight the New Drug / Documentary,English,Playlist,https://www.youtube.com/playlist?list=PLF840BE4348867B2E,PLF840BE4348867B2E,,,
256,Fighting Against Pornography with Clay from Fight the New Drug,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=4OHaqaLOAf4,4OHaqaLOAf4,,,
257,Explore Fight the New Drug's collection of resources,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=LU1etxvlTrY,LU1etxvlTrY,,,
258,Fight The New Drug With Clay Olsen,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=DNRF2_nbjUk,DNRF2_nbjUk,,,
259,"'Brain, Heart, World' | Documentary Series Trailer",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=_aIXdMzHAcs,_aIXdMzHAcs,,,
260,Learn More About Fight The New Drug's Presentations,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=2tH1eWM_-wg,2tH1eWM_-wg,,,
261,Brain. Heart. World - Episode Two (Heart) Trailer,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=7wXEH-LPZEE,7wXEH-LPZEE,,,
262,"'Brain, Heart, World' Documentary Series (playlist)",Fight the New Drug / Documentary,English,Playlist,https://www.youtube.com/playlist?list=PLvFhr3e6CcV3eL-dA-vVkOIHi0w1Y3Itx,PLvFhr3e6CcV3eL-dA-vVkOIHi0w1Y3Itx,,,
263,"'The Brain' Trailer II | 'Brain, Heart, World' Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=y1GLihr8qR0,y1GLihr8qR0,,,
264,Brain.Heart.World - Documentary (Pt.3 'World'),Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=DnMFuVK5SXg,DnMFuVK5SXg,,,
265,"Episode Trailer: 'The Brain' | Brain, Heart, World Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=tpZrFMUzya0,tpZrFMUzya0,,,
266,"Episode Trailer: 'The World' | Brain, Heart, World Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=D0gTu2ZKLpc,D0gTu2ZKLpc,,,
267,"'The Heart' Trailer II | 'Brain, Heart, World' Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=Io8rtXwKLYI,Io8rtXwKLYI,,,
268,All benefits for 90 days NoFap (complete guide),30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=89qKCPfQDwE,89qKCPfQDwE,,,
269,90 days without masturbation and pornography | NoFap challenge can change your life,30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=-ddd23bv8fs,-ddd23bv8fs,,,
270,90 Days of NoFap | Quitting Internet Pornography,30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=6xPEShgWgjE,6xPEShgWgjE,,,
271,All benefits for 30 days NoFap (complete guide),30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=48srZi3Fk1M,48srZi3Fk1M,,,
272,90 Days of NoFap (4 Life-Changing Benefits),30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=15hwmRndjL4,15hwmRndjL4,,,
273,What Quitting Porn For 90 Days Does To Your Brain,30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=pOK2CuLTw2Y,pOK2CuLTw2Y,,,
274,3 Scientific Benefits of NoFap (Truth After 90 Days),30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=nIpaxRXA9Jo,nIpaxRXA9Jo,,,
275,Benefits of NoFap 90 Days Challenge,30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=pPyaHMXkTXk,pPyaHMXkTXk,,,
276,What Happens When You Quit Porn for 30 Days,30/90-Day Challenges,English,Video,https://www.youtube.com/watch?v=baMKuz9ecvU,baMKuz9ecvU,,,
277,"Celebrities Getting Real About Porn Addiction: Terry Crews, Mike Tyson, Joe Rogan, Russell Brand",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=RNnzUpGk7Ng,RNnzUpGk7Ng,,,
278,Terry Crews Opens up about Porn Addiction,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=ULSk_6KceEI,ULSk_6KceEI,,,
279,"Terry Crews on Thirty Year Marriage, Porn Addiction & Cancel Culture",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=HN3k35GYtg4,HN3k35GYtg4,,,
280,"NoFap: 9 Ways Porn Will Ruin You (Jordan Peterson, Joe Rogan and Terry Crews)",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=j3cfKOkQD9M,j3cfKOkQD9M,,,
281,How Terry Crews Overcame Porn Addiction | WWHL,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=RYRdFljRgdY,RYRdFljRgdY,,,
282,'I Was Addicted to P*rnography' | #ABtalks with Terry Crews | Chapter 249,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=mU9oJkDdAZU,mU9oJkDdAZU,,,
283,Terry Crews on Porn Addiction | Howie Mandel Does Stuff,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=6sU4jeY3S5I,6sU4jeY3S5I,,,
284,Terry Crews e Mike Tyson | Joe Rogan Experience Legendado,Celebrity Interviews,Portuguese,Video,https://www.youtube.com/watch?v=Dd42Tc38bTE,Dd42Tc38bTE,,,
285,"Terry Crews Talks Acting, Suicidal Thoughts, Porn Addiction and Mental Health - The Mental Game",Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=8dzKdPxwnP4,8dzKdPxwnP4,,,
286,Exclusive Interview with Terry Crews on Why He Quit Porn,Celebrity Interviews,English,Video,https://www.youtube.com/watch?v=tV6F1Mkh7B0,tV6F1Mkh7B0,,,
287,Dr. Trish Leigh (channel),Dr. Trish Leigh,English,Channel,https://www.youtube.com/channel/UC2UjsmTlsL1IhqiRt2oKvXA,channel/UC2UjsmTlsL1IhqiRt2oKvXA,,,
288,Porn Brain Rewire 2022 (Quit Porn with Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=p9M7Yk6nB4Q,p9M7Yk6nB4Q,,,
289,"Porn, Checking People Out, and Dopamine: Porn Rewire w/ Dr. Trish Leigh",Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=pposQ0xTerU,pposQ0xTerU,,,
290,Porn Brain Rewire Program with Dr. Trish Leigh,Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=U2HmfdXRjL0,U2HmfdXRjL0,,,
291,Dr. Trish Leigh Spills the TRUTH (Porn Brain Rewire),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=rJwV4rT0W-w,rJwV4rT0W-w,,,
292,Porn Brain Rewire Strategies to Succeed (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=WHtbT-l4LAU,WHtbT-l4LAU,,,
293,Persist and Persevere on your Porn Brain Rewire (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=C_N3S8zACrM,C_N3S8zACrM,,,
294,Porn Brain Rewire Strategies (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=t7vpKJUMylI,t7vpKJUMylI,,,
295,5 (Easy) Ways to Replenish Dopamine on a Porn Brain Rewire (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=l9T2oumLN3s,l9T2oumLN3s,,,
296,The Nightmare of Porn Addiction Podcast (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=zZuuN7wy1BQ,zZuuN7wy1BQ,,,
297,How To Reset Your Mind? Dopamine Detox? How To Deal With Social Media Addiction?,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=k0WDtwhTnOs,k0WDtwhTnOs,,,
298,"DOPAMINE DETOX: How Alcohol, Porn & Social Media Is Making This Generation STRUGGLE | Scott Galloway",Dopamine Detox,English,Video,https://www.youtube.com/watch?v=jX82Bwc47N8,jX82Bwc47N8,,,
299,7 Day Social Media Detox | Dopamine Reset,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=8nPOaiKGO58,8nPOaiKGO58,,,
300,How To Reset Your Brain's Pleasure Pathways And Overcome Porn Addiction,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=etXJlW_8pQ4,etXJlW_8pQ4,,,
301,"Dopamine Neuroscientist: 'Even A Little Bit Of Social Media, Netflix, Weed & Porn Does This To You!'",Dopamine Detox,English,Video,https://www.youtube.com/watch?v=OJIvoOal0hw,OJIvoOal0hw,,,
302,How I Reset My Dopamine Levels (And You Can Too),Dopamine Detox,English,Video,https://www.youtube.com/watch?v=Eh8o_wbnYXM,Eh8o_wbnYXM,,,
303,Neuroscientist Reveals: THIS 60-Minute Rule Will FIX Your Dopamine Addiction,Dopamine Detox,English,Video,https://www.youtube.com/watch?v=d1e_Y88en3M,d1e_Y88en3M,,,
304,How To Actually Dopamine Detox (Quitting Social Media),Dopamine Detox,English,Video,https://www.youtube.com/watch?v=alPgPOI_Gac,alPgPOI_Gac,,,
305,Sexual Compulsives Anonymous (channel),12-Step / Support Groups,English,Channel,https://www.youtube.com/@SCA-Recovery,@SCA-Recovery,,,
306,Sex Addiction: Step One of the Twelve Steps | Dr. Doug Weiss,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=GsZY9A51r6Q,GsZY9A51r6Q,,,
307,Twelve Step Support Groups for Sex Addiction | Dr. Doug Weiss,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=czmJdRrygRM,czmJdRrygRM,,,
308,What to expect at a Sex Addicts Anonymous Meeting,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=fWfHiv1bvPs,fWfHiv1bvPs,,,
309,Sex Addicts Recovery Podcast (playlist),12-Step / Support Groups,English,Playlist,https://www.youtube.com/playlist?list=PLn0dcZg-Ou7giI4YkXGXsBWDHJgtymw9q,PLn0dcZg-Ou7giI4YkXGXsBWDHJgtymw9q,,,
310,#104: The 12-Step Experience for Sex and Love Addicts,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=uDtnHrAz9Nw,uDtnHrAz9Nw,,,
311,My Journey Through Sexaholics Anonymous,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=DljfJRU4YK4,DljfJRU4YK4,,,
312,Withdrawal & Relapse In SAA Recovery - Sex Addicts Anonymous,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=AC_gmmDgoAI,AC_gmmDgoAI,,,
313,Bay Area Sex Addicts Anonymous (channel),12-Step / Support Groups,English,Channel,https://www.youtube.com/@bayareasexaddictsanonymous1892,@bayareasexaddictsanonymous1892,,,
314,Sex Addicts Anonymous,12-Step / Support Groups,English,Video,https://www.youtube.com/watch?v=2T_rXG0QUdo,2T_rXG0QUdo,,,
315,Anti-Porn Software | Covenant Eyes Review (Can it help you?),Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=WQfpfY8WipM,WQfpfY8WipM,,,
316,Accountable2You Porn Blocking Accountability Software REVIEW,Blockers / Accountability Tools,English,Video,https://www.youtube.com/watch?v=gxtv9tMPDK4,gxtv9tMPDK4,,,
